Type;Shop;On_Sale;For;Known_Brand;Leather;Color;Prijs 
sandals;at_location;yes;female;no;yes;gray;31,815
sandals;at_location;no;male;no;yes;gray;40,5
sandals;at_location;no;female;no;yes;gray;49,95
sandals;at_location;yes;male;no;yes;white;34,65
sandals;at_location;yes;female;no;yes;white;28,575
sandals;at_location;no;male;no;yes;white;36
sandals;at_location;no;female;no;yes;white;25,65
sandals;at_location;yes;male;no;yes;red;28,125
sandals;at_location;yes;female;no;yes;red;15,75
sandals;at_location;no;male;no;yes;red;35,55
sandals;at_location;no;female;no;yes;red;51,3
sandals;at_location;yes;male;no;yes;blue;17,01
sandals;at_location;yes;female;no;yes;blue;46,305
sandals;at_location;no;male;no;yes;blue;46,35
sandals;at_location;no;female;no;yes;blue;41,85
boots;at_location;yes;male;no;yes;black;260,4
boots;at_location;yes;female;no;yes;black;260,4
boots;at_location;no;male;no;yes;black;279
boots;at_location;no;female;no;yes;black;399
boots;at_location;yes;male;no;yes;brown;166,5
boots;at_location;yes;female;no;yes;brown;279,3
boots;at_location;no;male;no;yes;brown;324
boots;at_location;no;female;no;yes;brown;282
boots;at_location;yes;male;no;yes;gray;319,2
boots;at_location;yes;female;no;yes;gray;115,5
boots;at_location;no;male;no;yes;gray;357
boots;at_location;no;female;no;yes;gray;483
boots;at_location;yes;male;no;yes;white;132
boots;at_location;yes;female;no;yes;white;249,9
boots;at_location;no;male;no;yes;white;330
boots;at_location;no;female;no;yes;white;270
boots;at_location;yes;female;no;yes;red;210
boots;at_location;no;female;no;yes;red;357
boots;at_location;yes;male;no;yes;blue;357
boots;at_location;yes;female;no;yes;blue;266,7
boots;at_location;no;male;no;yes;blue;279
boots;at_location;no;female;no;yes;blue;123
wedges;at_location;yes;female;no;no;black;32,1
wedges;at_location;no;female;no;no;black;64,8
wedges;at_location;yes;female;no;no;brown;22,8
wedges;at_location;no;female;no;no;brown;78
wedges;at_location;yes;female;no;no;gray;33,6
wedges;at_location;no;female;no;no;gray;70,8
wedges;at_location;yes;female;no;no;white;25,5
wedges;at_location;no;female;no;no;white;47,4
wedges;at_location;yes;female;no;no;red;25,8
wedges;at_location;no;female;no;no;red;40,2
wedges;at_location;yes;female;no;no;blue;35,28
wedges;at_location;no;female;no;no;blue;73,2
sneakers;at_location;yes;male;no;no;black;20,16
sneakers;at_location;yes;female;no;no;black;29,61
sneakers;at_location;no;male;no;no;black;90,9
sneakers;at_location;no;female;no;no;black;99
sneakers;at_location;yes;male;no;no;brown;45,36
sneakers;at_location;no;male;no;no;brown;104,4
sneakers;at_location;yes;male;no;no;gray;86,94
sneakers;at_location;yes;female;no;no;gray;76,23
sneakers;at_location;no;male;no;no;gray;47,7
sneakers;at_location;no;female;no;no;gray;70,2
sneakers;at_location;yes;male;no;no;white;33,3
sneakers;at_location;yes;female;no;no;white;40,5
sneakers;at_location;no;male;no;no;white;72
sneakers;at_location;no;female;no;no;white;67,5
sneakers;at_location;yes;male;no;no;red;70,65
sneakers;at_location;yes;female;no;no;red;40,5
sneakers;at_location;no;male;no;no;red;85,5
sneakers;at_location;no;female;no;no;red;98,1
sneakers;at_location;yes;male;no;no;blue;30,24
sneakers;at_location;yes;female;no;no;blue;29,7
sneakers;at_location;no;male;no;no;blue;102,6
sneakers;at_location;no;female;no;no;blue;99,9
heals;at_location;yes;female;no;no;black;45,5
heals;at_location;no;female;no;no;black;187,6
heals;at_location;yes;female;no;no;brown;68,6
heals;at_location;no;female;no;no;brown;145,6
heals;at_location;yes;female;no;no;gray;72,1
heals;at_location;no;female;no;no;gray;117,6
heals;at_location;yes;female;no;no;white;44,1
heals;at_location;no;female;no;no;white;134,4
heals;at_location;yes;female;no;no;red;37,1
heals;at_location;no;female;no;no;red;133
heals;at_location;yes;female;no;no;blue;74,2
heals;at_location;no;female;no;no;blue;148,4
sandals;at_location;yes;male;no;no;black;8,7
sandals;at_location;yes;female;no;no;black;16,65
sandals;at_location;no;male;no;no;black;19,2
sandals;at_location;no;female;no;no;black;32,4
sandals;at_location;yes;male;no;no;brown;24,78
sandals;at_location;yes;female;no;no;brown;22,2
sandals;at_location;no;male;no;no;brown;11,4
sandals;at_location;no;female;no;no;brown;37,5
sandals;at_location;yes;male;no;no;gray;19,95
sandals;at_location;yes;female;no;no;gray;14,7
sandals;at_location;no;male;no;no;gray;24,9
sandals;at_location;no;female;no;no;gray;32,1
sandals;at_location;yes;male;no;no;white;13,8
sandals;at_location;yes;female;no;no;white;17,01
sandals;at_location;no;male;no;no;white;25,2
sandals;at_location;no;female;no;no;white;35,4
sandals;at_location;yes;male;no;no;red;17,25
sandals;at_location;yes;female;no;no;red;19,95
sandals;at_location;no;male;no;no;red;33,3
sandals;at_location;no;female;no;no;red;28,8
sandals;at_location;yes;male;no;no;blue;9,9
sandals;at_location;yes;female;no;no;blue;16,35
sandals;at_location;no;male;no;no;blue;27,3
sandals;at_location;no;female;no;no;blue;32,1
boots;at_location;yes;male;no;no;black;126
boots;at_location;yes;female;no;no;black;85
boots;at_location;no;male;no;no;black;172
boots;at_location;no;female;no;no;black;184
boots;at_location;yes;male;no;no;brown;106
boots;at_location;yes;female;no;no;brown;161
boots;at_location;no;male;no;no;brown;148
boots;at_location;no;female;no;no;brown;280
boots;at_location;yes;male;no;no;gray;94
boots;at_location;yes;female;no;no;gray;127
boots;at_location;no;male;no;no;gray;204
boots;at_location;no;female;no;no;gray;168
boots;at_location;yes;male;no;no;white;128,8
boots;at_location;yes;female;no;no;white;129
boots;at_location;no;male;no;no;white;276
boots;at_location;no;female;no;no;white;258
boots;at_location;yes;female;no;no;red;83
boots;at_location;no;female;no;no;red;122
boots;at_location;yes;male;no;no;blue;112
boots;at_location;yes;female;no;no;blue;116
boots;at_location;no;male;no;no;blue;50
boots;at_location;no;female;no;no;blue;202
wedges;at_location;yes;female;no;yes;black;73,35
wedges;at_location;no;female;no;yes;black;84,6
wedges;at_location;yes;female;no;yes;brown;51,03
wedges;at_location;no;female;no;yes;brown;63
wedges;at_location;yes;female;no;yes;gray;28,98
wedges;at_location;no;female;no;yes;gray;76,5
wedges;at_location;yes;female;no;yes;white;68,67
wedges;at_location;no;female;no;yes;white;63
wedges;at_location;yes;female;no;yes;red;48,6
wedges;at_location;no;female;no;yes;red;111,6
wedges;at_location;yes;female;no;yes;blue;36,9
wedges;at_location;no;female;no;yes;blue;103,5
sneakers;at_location;yes;male;no;yes;black;78,975
sneakers;at_location;yes;female;no;yes;black;66,825
sneakers;at_location;no;male;no;yes;black;214,65
sneakers;at_location;no;female;no;yes;black;83,7
sneakers;at_location;yes;male;no;yes;brown;102,06
sneakers;at_location;no;male;no;yes;brown;97,2
sneakers;at_location;yes;male;no;yes;gray;52,65
sneakers;at_location;yes;female;no;yes;gray;76,275
sneakers;at_location;no;male;no;yes;gray;179,55
sneakers;at_location;no;female;no;yes;gray;141,75
sneakers;at_location;yes;male;no;yes;white;93,825
sneakers;at_location;yes;female;no;yes;white;48,6
sneakers;at_location;no;male;no;yes;white;148,5
sneakers;at_location;no;female;no;yes;white;113,4
sneakers;at_location;yes;male;no;yes;red;72,765
sneakers;at_location;yes;female;no;yes;red;14,175
sneakers;at_location;no;male;no;yes;red;166,05
sneakers;at_location;no;female;no;yes;red;210,6
sneakers;at_location;yes;male;no;yes;blue;108,675
sneakers;at_location;yes;female;no;yes;blue;95,175
sneakers;at_location;no;male;no;yes;blue;137,7
sneakers;at_location;no;female;no;yes;blue;85,05
heals;at_location;yes;female;no;yes;black;77,7
heals;at_location;no;female;no;yes;black;159,6
heals;at_location;yes;female;no;yes;brown;139,65
heals;at_location;no;female;no;yes;brown;180,6
heals;at_location;yes;female;no;yes;gray;108,15
heals;at_location;no;female;no;yes;gray;126
heals;at_location;yes;female;no;yes;white;99,75
heals;at_location;no;female;no;yes;white;107,1
heals;at_location;yes;female;no;yes;red;82,95
heals;at_location;no;female;no;yes;red;258,3
heals;at_location;yes;female;no;yes;blue;158,55
heals;at_location;no;female;no;yes;blue;241,5
sandals;at_location;yes;male;no;yes;black;23,175
sandals;at_location;yes;female;no;yes;black;41,58
sandals;at_location;no;male;no;yes;black;54,9
sandals;at_location;no;female;no;yes;black;12,15
sandals;at_location;yes;male;no;yes;brown;10,35
sandals;at_location;yes;female;no;yes;brown;16,875
sandals;at_location;no;male;no;yes;brown;33,3
sandals;at_location;no;female;no;yes;brown;23,4
sandals;at_location;yes;male;no;yes;gray;25,2
sandals;at_location;yes;female;no;yes;gray;16,2
sandals;at_location;no;male;no;yes;gray;59,85
sandals;at_location;no;female;no;yes;gray;36,9
sandals;at_location;yes;male;no;yes;white;13,95
sandals;at_location;yes;female;no;yes;white;27,72
sandals;at_location;no;male;no;yes;white;35,55
sandals;at_location;no;female;no;yes;white;48,6
sandals;at_location;yes;male;no;yes;red;20,925
sandals;at_location;yes;female;no;yes;red;12,375
sandals;at_location;no;male;no;yes;red;52,65
sandals;at_location;no;female;no;yes;red;40,05
sandals;at_location;yes;male;no;yes;blue;25,83
sandals;at_location;yes;female;no;yes;blue;23,31
sandals;at_location;no;male;no;yes;blue;55,8
sandals;at_location;no;female;no;yes;blue;43,65
boots;at_location;yes;male;no;yes;black;79,5
boots;at_location;yes;female;no;yes;black;346,5
boots;at_location;no;male;no;yes;black;270
boots;at_location;no;female;no;yes;black;324
boots;at_location;yes;male;no;yes;brown;166,5
boots;at_location;yes;female;no;yes;brown;91,5
boots;at_location;no;male;no;yes;brown;411
boots;at_location;no;female;no;yes;brown;324
boots;at_location;yes;male;no;yes;gray;156
boots;at_location;yes;female;no;yes;gray;211,5
boots;at_location;no;male;no;yes;gray;315
boots;at_location;no;female;no;yes;gray;144
boots;at_location;yes;male;no;yes;white;150
boots;at_location;yes;female;no;yes;white;202,5
boots;at_location;no;male;no;yes;white;408
boots;at_location;no;female;no;yes;white;324
boots;at_location;yes;female;no;yes;red;73,5
boots;at_location;no;female;no;yes;red;399
boots;at_location;yes;male;no;yes;blue;205,8
boots;at_location;yes;female;no;yes;blue;159
boots;at_location;no;male;no;yes;blue;414
boots;at_location;no;female;no;yes;blue;336
wedges;at_location;yes;female;no;no;black;3,6
wedges;at_location;no;female;no;no;black;30
wedges;at_location;yes;female;no;no;brown;22,5
wedges;at_location;no;female;no;no;brown;36,6
wedges;at_location;yes;female;no;no;gray;31,5
wedges;at_location;no;female;no;no;gray;63
wedges;at_location;yes;female;no;no;white;23,7
wedges;at_location;no;female;no;no;white;81
wedges;at_location;yes;female;no;no;red;22,8
wedges;at_location;no;female;no;no;red;54
wedges;at_location;yes;female;no;no;blue;24
wedges;at_location;no;female;no;no;blue;43,8
sneakers;at_location;yes;male;no;no;black;45,9
sneakers;at_location;yes;female;no;no;black;36,54
sneakers;at_location;no;male;no;no;black;81,9
sneakers;at_location;no;female;no;no;black;112,5
sneakers;at_location;yes;male;no;no;brown;55,8
sneakers;at_location;no;male;no;no;brown;37,8
sneakers;at_location;yes;male;no;no;gray;50,4
sneakers;at_location;yes;female;no;no;gray;54,18
sneakers;at_location;no;male;no;no;gray;102,6
sneakers;at_location;no;female;no;no;gray;94,5
sneakers;at_location;yes;male;no;no;white;40,95
sneakers;at_location;yes;female;no;no;white;45
sneakers;at_location;no;male;no;no;white;106,2
sneakers;at_location;no;female;no;no;white;109,8
sneakers;at_location;yes;male;no;no;red;35,1
sneakers;at_location;yes;female;no;no;red;27
sneakers;at_location;no;male;no;no;red;78,3
sneakers;at_location;no;female;no;no;red;117,9
sneakers;at_location;yes;male;no;no;blue;49,5
sneakers;at_location;yes;female;no;no;blue;50,4
sneakers;at_location;no;male;no;no;blue;78,3
sneakers;at_location;no;female;no;no;blue;69,3
heals;at_location;yes;female;no;no;black;113,4
heals;at_location;no;female;no;no;black;135,8
heals;at_location;yes;female;no;no;brown;69,3
heals;at_location;no;female;no;no;brown;128,8
heals;at_location;yes;female;no;no;gray;71,4
heals;at_location;no;female;no;no;gray;126
heals;at_location;yes;female;no;no;white;67,62
heals;at_location;no;female;no;no;white;161
heals;at_location;yes;female;no;no;red;100,1
heals;at_location;no;female;no;no;red;148,4
heals;at_location;yes;female;no;no;blue;76,44
heals;at_location;no;female;no;no;blue;142,8
sandals;at_location;yes;male;no;no;black;19,65
sandals;at_location;yes;female;no;no;black;22,95
sandals;at_location;no;male;no;no;black;17,4
sandals;at_location;no;female;no;no;black;30,9
sandals;at_location;yes;male;no;no;brown;13,05
sandals;at_location;yes;female;no;no;brown;17,4
sandals;at_location;no;male;no;no;brown;31,5
sandals;at_location;no;female;no;no;brown;24,6
sandals;at_location;yes;male;no;no;gray;6,9
sandals;at_location;yes;female;no;no;gray;9,6
sandals;at_location;no;male;no;no;gray;24,6
sandals;at_location;no;female;no;no;gray;27,6
sandals;at_location;yes;male;no;no;white;20,25
sandals;at_location;yes;female;no;no;white;12,3
sandals;at_location;no;male;no;no;white;33,3
sandals;at_location;no;female;no;no;white;38,1
sandals;at_location;yes;male;no;no;red;16,05
sandals;at_location;yes;female;no;no;red;15,45
sandals;at_location;no;male;no;no;red;24,6
sandals;at_location;no;female;no;no;red;37,5
sandals;at_location;yes;male;no;no;blue;22,35
sandals;at_location;yes;female;no;no;blue;17,1
sandals;at_location;no;male;no;no;blue;32,7
sandals;at_location;no;female;no;no;blue;32,1
boots;at_location;yes;male;no;no;black;131
boots;at_location;yes;female;no;no;black;126
boots;at_location;no;male;no;no;black;170
boots;at_location;no;female;no;no;black;232
boots;at_location;yes;male;no;no;brown;127,4
boots;at_location;yes;female;no;no;brown;127
boots;at_location;no;male;no;no;brown;112
boots;at_location;no;female;no;no;brown;280
boots;at_location;yes;male;no;no;gray;78
boots;at_location;yes;female;no;no;gray;107
boots;at_location;no;male;no;no;gray;172
boots;at_location;no;female;no;no;gray;242
boots;at_location;yes;male;no;no;white;57
boots;at_location;yes;female;no;no;white;95,2
boots;at_location;no;male;no;no;white;298
boots;at_location;no;female;no;no;white;142
boots;at_location;yes;female;no;no;red;79
boots;at_location;no;female;no;no;red;204
boots;at_location;yes;male;no;no;blue;76
boots;at_location;yes;female;no;no;blue;104
boots;at_location;no;male;no;no;blue;270
boots;at_location;no;female;no;no;blue;204
wedges;at_location;yes;female;no;yes;black;68,4
wedges;at_location;no;female;no;yes;black;51,3
wedges;at_location;yes;female;no;yes;brown;40,95
wedges;at_location;no;female;no;yes;brown;66,6
wedges;at_location;yes;female;no;yes;gray;69,93
wedges;at_location;no;female;no;yes;gray;55,8
wedges;at_location;yes;female;no;yes;white;21,15
wedges;at_location;no;female;no;yes;white;79,2
wedges;at_location;yes;female;no;yes;red;20,7
wedges;at_location;no;female;no;yes;red;65,7
wedges;at_location;yes;female;no;yes;blue;52,92
wedges;at_location;no;female;no;yes;blue;45
sneakers;at_location;yes;male;no;yes;black;110,565
sneakers;at_location;yes;female;no;yes;black;73,575
sneakers;at_location;no;male;no;yes;black;109,35
sneakers;at_location;no;female;no;yes;black;78,3
sneakers;at_location;yes;male;no;yes;brown;62,1
sneakers;at_location;no;male;no;yes;brown;128,25
sneakers;at_location;yes;male;no;yes;gray;23,625
sneakers;at_location;yes;female;no;yes;gray;131,355
sneakers;at_location;no;male;no;yes;gray;152,55
sneakers;at_location;no;female;no;yes;gray;63,45
sneakers;at_location;yes;male;no;yes;white;107,325
sneakers;at_location;yes;female;no;yes;white;89,775
sneakers;at_location;no;male;no;yes;white;75,6
sneakers;at_location;no;female;no;yes;white;97,2
sneakers;at_location;yes;male;no;yes;red;72,9
sneakers;at_location;yes;female;no;yes;red;38,475
sneakers;at_location;no;male;no;yes;red;116,1
sneakers;at_location;no;female;no;yes;red;130,95
sneakers;at_location;yes;male;no;yes;blue;58,725
sneakers;at_location;yes;female;no;yes;blue;100,17
sneakers;at_location;no;male;no;yes;blue;106,65
sneakers;at_location;no;female;no;yes;blue;124,2
heals;at_location;yes;female;no;yes;black;111,3
heals;at_location;no;female;no;yes;black;69,3
heals;at_location;yes;female;no;yes;brown;44,1
heals;at_location;no;female;no;yes;brown;142,8
heals;at_location;yes;female;no;yes;gray;107,1
heals;at_location;no;female;no;yes;gray;222,6
heals;at_location;yes;female;no;yes;white;81,9
heals;at_location;no;female;no;yes;white;291,9
heals;at_location;yes;female;no;yes;red;140,7
heals;at_location;no;female;no;yes;red;199,5
heals;at_location;yes;female;no;yes;blue;210
heals;at_location;no;female;no;yes;blue;186,9
sandals;at_location;yes;male;no;yes;black;40,95
sandals;at_location;yes;female;no;yes;black;22,05
sandals;at_location;no;male;no;yes;black;21,6
sandals;at_location;no;female;no;yes;black;70,2
sandals;at_location;yes;male;no;yes;brown;15,3
sandals;at_location;yes;female;no;yes;brown;22,95
sandals;at_location;no;male;no;yes;brown;71,1
sandals;at_location;no;female;no;yes;brown;53,55
sandals;at_location;yes;male;no;yes;gray;24,975
sandals;at_location;yes;female;no;yes;gray;21,6
sandals;at_location;no;male;no;yes;gray;48,15
sandals;at_location;no;female;no;yes;gray;70,65
sandals;at_location;yes;male;no;yes;white;27,09
sandals;at_location;yes;female;no;yes;white;20,925
sandals;at_location;no;male;no;yes;white;38,7
sandals;at_location;no;female;no;yes;white;39,6
sandals;at_location;yes;male;no;yes;red;21,375
sandals;at_location;yes;female;no;yes;red;26,775
sandals;at_location;no;male;no;yes;red;46,35
sandals;at_location;no;female;no;yes;red;34,65
sandals;at_location;yes;male;no;yes;blue;33,75
sandals;at_location;yes;female;no;yes;blue;16,65
sandals;at_location;no;male;no;yes;blue;40,5
sandals;at_location;no;female;no;yes;blue;45,9
boots;at_location;yes;male;no;yes;black;75
boots;at_location;yes;female;no;yes;black;105
boots;at_location;no;male;no;yes;black;183
boots;at_location;no;female;no;yes;black;60
boots;at_location;yes;male;no;yes;brown;246
boots;at_location;yes;female;no;yes;brown;117
boots;at_location;no;male;no;yes;brown;375
boots;at_location;no;female;no;yes;brown;303
boots;at_location;yes;male;no;yes;gray;105
boots;at_location;yes;female;no;yes;gray;148,5
boots;at_location;no;male;no;yes;gray;336
boots;at_location;no;female;no;yes;gray;198
boots;at_location;yes;male;no;yes;white;204
boots;at_location;yes;female;no;yes;white;204
boots;at_location;no;male;no;yes;white;291
boots;at_location;no;female;no;yes;white;354
boots;at_location;yes;female;no;yes;red;132,3
boots;at_location;no;female;no;yes;red;351
boots;at_location;yes;male;no;yes;blue;201,6
boots;at_location;yes;female;no;yes;blue;222
boots;at_location;no;male;no;yes;blue;213
boots;at_location;no;female;no;yes;blue;480
wedges;at_location;yes;female;no;no;black;42,42
wedges;at_location;no;female;no;no;black;67,8
wedges;at_location;yes;female;no;no;brown;60,06
wedges;at_location;no;female;no;no;brown;79,8
wedges;at_location;yes;female;no;no;gray;31,08
wedges;at_location;no;female;no;no;gray;43,8
wedges;at_location;yes;female;no;no;white;21,9
wedges;at_location;no;female;no;no;white;79,2
wedges;at_location;yes;female;no;no;red;40,32
wedges;at_location;no;female;no;no;red;52,2
wedges;at_location;yes;female;no;no;blue;30,6
wedges;at_location;no;female;no;no;blue;78,6
sneakers;at_location;yes;male;no;no;black;42,75
sneakers;at_location;yes;female;no;no;black;49,05
sneakers;at_location;no;male;no;no;black;27,9
sneakers;at_location;no;female;no;no;black;72
sneakers;at_location;yes;male;no;no;brown;30,6
sneakers;at_location;no;male;no;no;brown;72,9
sneakers;at_location;yes;male;no;no;gray;34,65
sneakers;at_location;yes;female;no;no;gray;39,15
sneakers;at_location;no;male;no;no;gray;76,5
sneakers;at_location;no;female;no;no;gray;108
sneakers;at_location;yes;male;no;no;white;64,35
sneakers;at_location;yes;female;no;no;white;24,3
sneakers;at_location;no;male;no;no;white;137,7
sneakers;at_location;no;female;no;no;white;124,2
sneakers;at_location;yes;male;no;no;red;46,35
sneakers;at_location;yes;female;no;no;red;66,15
sneakers;at_location;no;male;no;no;red;96,3
sneakers;at_location;no;female;no;no;red;62,1
sneakers;at_location;yes;male;no;no;blue;60,3
sneakers;at_location;yes;female;no;no;blue;75,15
sneakers;at_location;no;male;no;no;blue;69,3
sneakers;at_location;no;female;no;no;blue;63
heals;at_location;yes;female;no;no;black;131,32
heals;at_location;no;female;no;no;black;138,6
heals;at_location;yes;female;no;no;brown;41,3
heals;at_location;no;female;no;no;brown;191,8
heals;at_location;yes;female;no;no;gray;66,5
heals;at_location;no;female;no;no;gray;106,4
heals;at_location;yes;female;no;no;white;81,34
heals;at_location;no;female;no;no;white;119
heals;at_location;yes;female;no;no;red;89,6
heals;at_location;no;female;no;no;red;91
heals;at_location;yes;female;no;no;blue;111,72
heals;at_location;no;female;no;no;blue;182
sandals;at_location;yes;male;no;no;black;11,1
sandals;at_location;yes;female;no;no;black;16,5
sandals;at_location;no;male;no;no;black;15
sandals;at_location;no;female;no;no;black;36,3
sandals;at_location;yes;male;no;no;brown;9,9
sandals;at_location;yes;female;no;no;brown;26,04
sandals;at_location;no;male;no;no;brown;33,9
sandals;at_location;no;female;no;no;brown;26,4
sandals;at_location;yes;male;no;no;gray;11,76
sandals;at_location;yes;female;no;no;gray;29,4
sandals;at_location;no;male;no;no;gray;31,5
sandals;at_location;no;female;no;no;gray;45
sandals;at_location;yes;male;no;no;white;15
sandals;at_location;yes;female;no;no;white;7,05
sandals;at_location;no;male;no;no;white;45,3
sandals;at_location;no;female;no;no;white;27,3
sandals;at_location;yes;male;no;no;red;26,88
sandals;at_location;yes;female;no;no;red;16,38
sandals;at_location;no;male;no;no;red;35,4
sandals;at_location;no;female;no;no;red;37,5
sandals;at_location;yes;male;no;no;blue;27,3
sandals;at_location;yes;female;no;no;blue;17,25
sandals;at_location;no;male;no;no;blue;29,7
sandals;at_location;no;female;no;no;blue;31,2
boots;at_location;yes;male;no;no;black;109
boots;at_location;yes;female;no;no;black;78
boots;at_location;no;male;no;no;black;234
boots;at_location;no;female;no;no;black;136
boots;at_location;yes;male;no;no;brown;60,2
boots;at_location;yes;female;no;no;brown;147
boots;at_location;no;male;no;no;brown;212
boots;at_location;no;female;no;no;brown;214
boots;at_location;yes;male;no;no;gray;214,2
boots;at_location;yes;female;no;no;gray;137
boots;at_location;no;male;no;no;gray;312
boots;at_location;no;female;no;no;gray;214
boots;at_location;yes;male;no;no;white;177,8
boots;at_location;yes;female;no;no;white;82
boots;at_location;no;male;no;no;white;186
boots;at_location;no;female;no;no;white;96
boots;at_location;yes;female;no;no;red;142,8
boots;at_location;no;female;no;no;red;256
boots;at_location;yes;male;no;no;blue;68
boots;at_location;yes;female;no;no;blue;130,2
boots;at_location;no;male;no;no;blue;156
boots;at_location;no;female;no;no;blue;152
wedges;at_location;yes;female;no;yes;black;80,01
wedges;at_location;no;female;no;yes;black;91,8
wedges;at_location;yes;female;no;yes;brown;54,9
wedges;at_location;no;female;no;yes;brown;100,8
wedges;at_location;yes;female;no;yes;gray;57,6
wedges;at_location;no;female;no;yes;gray;28,8
wedges;at_location;yes;female;no;yes;white;31,05
wedges;at_location;no;female;no;yes;white;85,5
wedges;at_location;yes;female;no;yes;red;69,3
wedges;at_location;no;female;no;yes;red;120,6
wedges;at_location;yes;female;no;yes;blue;36,45
wedges;at_location;no;female;no;yes;blue;73,8
sneakers;at_location;yes;male;no;yes;black;61,425
sneakers;at_location;yes;female;no;yes;black;81,675
sneakers;at_location;no;male;no;yes;black;139,05
sneakers;at_location;no;female;no;yes;black;180,9
sneakers;at_location;yes;male;no;yes;brown;51,975
sneakers;at_location;no;male;no;yes;brown;151,2
sneakers;at_location;yes;male;no;yes;gray;105,84
sneakers;at_location;yes;female;no;yes;gray;48,195
sneakers;at_location;no;male;no;yes;gray;147,15
sneakers;at_location;no;female;no;yes;gray;205,2
sneakers;at_location;yes;male;no;yes;white;43,2
sneakers;at_location;yes;female;no;yes;white;54,675
sneakers;at_location;no;male;no;yes;white;93,15
sneakers;at_location;no;female;no;yes;white;180,9
sneakers;at_location;yes;male;no;yes;red;56,025
sneakers;at_location;yes;female;no;yes;red;83,025
sneakers;at_location;no;male;no;yes;red;68,85
sneakers;at_location;no;female;no;yes;red;60,75
sneakers;at_location;yes;male;no;yes;blue;122,85
sneakers;at_location;yes;female;no;yes;blue;79,65
sneakers;at_location;no;male;no;yes;blue;145,8
sneakers;at_location;no;female;no;yes;blue;174,15
heals;at_location;yes;female;no;yes;black;107,1
heals;at_location;no;female;no;yes;black;218,4
heals;at_location;yes;female;no;yes;brown;77,7
heals;at_location;no;female;no;yes;brown;210
heals;at_location;yes;female;no;yes;gray;70,35
heals;at_location;no;female;no;yes;gray;153,3
heals;at_location;yes;female;no;yes;white;90,3
heals;at_location;no;female;no;yes;white;218,4
heals;at_location;yes;female;no;yes;red;217,56
heals;at_location;no;female;no;yes;red;233,1
heals;at_location;yes;female;no;yes;blue;164,64
heals;at_location;no;female;no;yes;blue;243,6
sandals;at_location;yes;male;no;yes;black;30,6
sandals;at_location;yes;female;no;yes;black;26,325
sandals;at_location;no;male;no;yes;black;45,9
sandals;at_location;no;female;no;yes;black;39,15
sandals;at_location;yes;male;no;yes;brown;26,55
sandals;at_location;yes;female;no;yes;brown;11,025
sandals;at_location;no;male;no;yes;brown;45,45
sandals;at_location;no;female;no;yes;brown;57,6
sandals;at_location;yes;male;no;yes;gray;20,925
sandals;at_location;yes;female;no;yes;gray;36,855
sandals;at_location;no;male;no;yes;gray;47,25
sandals;at_location;no;female;no;yes;gray;53,1
sandals;at_location;yes;male;no;yes;white;19,125
sandals;at_location;yes;female;no;yes;white;33,75
sandals;at_location;no;male;no;yes;white;50,4
sandals;at_location;no;female;no;yes;white;46,8
sandals;at_location;yes;male;no;yes;red;14,4
sandals;at_location;yes;female;no;yes;red;21,15
sandals;at_location;no;male;no;yes;red;25,65
sandals;at_location;no;female;no;yes;red;40,95
sandals;at_location;yes;male;no;yes;blue;19,845
sandals;at_location;yes;female;no;yes;blue;22,05
sandals;at_location;no;male;no;yes;blue;47,25
sandals;at_location;no;female;no;yes;blue;38,25
boots;at_location;yes;male;no;yes;black;223,5
boots;at_location;yes;female;no;yes;black;211,5
boots;at_location;no;male;no;yes;black;426
boots;at_location;no;female;no;yes;black;354
boots;at_location;yes;male;no;yes;brown;184,5
boots;at_location;yes;female;no;yes;brown;120
boots;at_location;no;male;no;yes;brown;312
boots;at_location;no;female;no;yes;brown;198
boots;at_location;yes;male;no;yes;gray;160,5
boots;at_location;yes;female;no;yes;gray;201
boots;at_location;no;male;no;yes;gray;201
boots;at_location;no;female;no;yes;gray;282
boots;at_location;yes;male;no;yes;white;84
boots;at_location;yes;female;no;yes;white;177
boots;at_location;no;male;no;yes;white;411
boots;at_location;no;female;no;yes;white;402
boots;at_location;yes;female;no;yes;red;103,5
boots;at_location;no;female;no;yes;red;237
boots;at_location;yes;male;no;yes;blue;145,5
boots;at_location;yes;female;no;yes;blue;132
boots;at_location;no;male;no;yes;blue;252
boots;at_location;no;female;no;yes;blue;72
wedges;at_location;yes;female;no;no;black;35,7
wedges;at_location;no;female;no;no;black;55,8
wedges;at_location;yes;female;no;no;brown;50,82
wedges;at_location;no;female;no;no;brown;64,8
wedges;at_location;yes;female;no;no;gray;3,3
wedges;at_location;no;female;no;no;gray;54,6
wedges;at_location;yes;female;no;no;white;52,08
wedges;at_location;no;female;no;no;white;78,6
wedges;at_location;yes;female;no;no;red;27
wedges;at_location;no;female;no;no;red;69,6
wedges;at_location;yes;female;no;no;blue;32,1
wedges;at_location;no;female;no;no;blue;76,8
sneakers;at_location;yes;male;no;no;black;71,55
sneakers;at_location;yes;female;no;no;black;45,99
sneakers;at_location;no;male;no;no;black;146,7
sneakers;at_location;no;female;no;no;black;95,4
sneakers;at_location;yes;male;no;no;brown;47,88
sneakers;at_location;no;male;no;no;brown;68,4
sneakers;at_location;yes;male;no;no;gray;65,52
sneakers;at_location;yes;female;no;no;gray;46,8
sneakers;at_location;no;male;no;no;gray;100,8
